Date,Season,Country,Region,Aircraft,Operator,Schedule,Total on board,Survivors,Total fatalities,Crash cause
1987-03-13,Spring,United States of America,North America,Boeing KC-135 Stratotanker,United States Air Force - USAF,Fairchild AFB - Fairchild AFB,6,No,7,Other causes
1987-03-13,Spring,Ethiopia,Africa,Antonov AN-22,Soviet Air Force - Voyenno-vozdushnye sily CCCP,,9,Yes,0,Human factor
1987-03-20,Spring,United States of America,North America,Piper PA-31 Cheyenne,Birk Leasing,Providence - Lawrence,2,Yes,0,Human factor
1987-03-20,Spring,Chile,South America,Beechcraft 80 Queen Air,Aeroguayacán,La Serena - Santiago,9,Yes,8,Technical failure
1987-03-25,Spring,Venezuela,South America,Casa 212 Aviocar,Venezuelan Navy - Armada Venezolana,,3,No,3,Unknown
1987-03-26,Spring,Brazil,South America,Embraer C-95 Bandeirante,Brazilian Air Force - Força Aérea Brasileira,Campo de Afonsos – Saquarema,3,No,3,Human factor
1987-03-27,Spring,United States of America,North America,Learjet 24,Kalitta Charters - Kalitta Services,Denver - Vail,3,No,3,Human factor
1987-03-30,Spring,Pakistan,Asia,Antonov AN-26,Afghan Republican Air Force - Afghan Hanai Qurah,Kabul - Khost,40,No,40,"Terrorism act, Hijacking, Sabotage"
1987-03-31,Spring,Hungary,Europe,PZL-Mielec AN-2,ZUA - Zakladu Uslug Agrolotniczych - AET Agroaviation Services,Budapest - Warsaw,2,No,2,Weather
1987-04-01,Spring,United States of America,North America,Cessna 402,Wilbur's Flight Operations,,2,No,2,Technical failure
1987-04-02,Spring,Norway,Europe,Beechcraft 90 King Air,Scanex Air,Munich - Hanover - Skien - Oslo,10,No,10,Weather
1987-04-02,Spring,Ukraine,Europe,Ilyushin II-76,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Dzhankoy - Dzhankoy,8,No,8,Human factor
1987-04-02,Spring,Ukraine,Europe,Ilyushin II-76,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Dzhankoy - Dzhankoy,8,No,8,Human factor
1987-04-04,Spring,Indonesia,Asia,Douglas DC-9,Garuda Indonesian Airways,Banda Aceh - Medan,45,Yes,23,Weather
1987-04-08,Spring,United States of America,North America,Lockheed C-130 Hercules,Southern Air Transport,Travis AFB - Travis AFB,5,No,5,Human factor
1987-04-11,Spring,Brazil,South America,Boeing 707,Transbrasil,,7,Yes,0,Human factor
1987-04-12,Spring,United States of America,North America,Grumman G-44 Widgeon,John A. Schwamm,Santa Barbara - Santa Barbara,3,Yes,0,Human factor
1987-04-12,Spring,United States of America,North America,Cessna 402,Provincetown-Boston Airline - PBA,Hyannis - Nantucket,9,Yes,0,Technical failure
1987-04-13,Spring,United States of America,North America,Boeing 707,Buffalo Airways,Oklahoma City – Wichita – Kansas City – Fort Wayne,4,No,4,Human factor
1987-04-13,Spring,New Zealand,Oceania,Fletcher FU-24,Rowley Aviation,,1,No,1,Human factor
1987-04-13,Spring,India,Asia,Douglas DC-3,Air Works India,Jaisalmer – Baroda,33,Yes,0,Human factor
1987-04-13,Spring,India,Asia,Douglas DC-3,Air Works India,Jaisalmer – Baroda,33,Yes,0,Human factor
1987-04-13,Spring,South Africa,Africa,Beechcraft 200 Super King Air,Barlow Rand,Johannesburg - Johannesburg,5,Yes,3,Technical failure
1987-04-15,Spring,Taiwan,Asia,Britten-Norman Islander,Taiwan Airlines,,0,Yes,0,Unknown
1987-04-15,Spring,Taiwan,Asia,Britten-Norman Islander,Taiwan Airlines,,0,Yes,0,Unknown
1987-04-18,Spring,Italy,Europe,Pilatus PC-6 (Porter & Turbo Porter),Air-Glaciers,Casale Monferrato - Casale Monferrato,1,Yes,0,Unknown
1987-04-20,Spring,Denmark,Europe,Partenavia P.68,Billcoin Systems,,4,Yes,0,Technical failure
1987-04-20,Spring,Canada,North America,De Havilland DHC-3 Otter,PropAir,Chibougamau – Camp Placer,5,Yes,0,Weather
1987-04-23,Spring,United States of America,North America,Swearingen SA226 Metro II,Air-Lift Commuter,Wilmington - Lumberton,2,No,2,Technical failure
1987-04-24,Spring,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,9,Yes,0,Other causes
1987-04-24,Spring,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,Yes,0,Human factor
1987-04-25,Spring,Austria,Europe,Cessna 414 Chancellor,Private German,,1,No,1,Unknown
1987-04-26,Spring,United Kingdom,Europe,Cessna 441 Conquest,Brown Air Services,Leeds - Blackbushe,1,No,1,Human factor
1987-04-26,Spring,Philippines,Asia,Curtiss C-46 Commando,OASIS - Orient Air System %26 Integrated Services,Roxas City - Manila,2,No,2,Technical failure
1987-04-27,Spring,Oman,Asia,Dornier DO228,Royal Oman Police,,7,Yes,0,Unknown
1987-04-28,Spring,Thailand,Asia,Avro 748,Thai Airways International,Chiang Mai - Chiang Rai,43,Yes,0,Human factor
1987-04-29,Spring,United States of America,North America,Cessna 402,Inter Island Air,Kahului - Lanai,1,Yes,0,Human factor
1987-05-01,Spring,United States of America,North America,Cessna 340,Midwest Packaging Materials Company,Huntsville – Orlando,3,No,3,Human factor
1987-05-04,Spring,United Kingdom,Europe,Cessna 340,Private British,Jersey – Exeter – Somerford,4,Yes,0,Human factor
1987-05-04,Spring,Indonesia,Asia,GAF Nomad N.22,Indonesian Navy - TNI-AL Tentara Nasional Indonesia - Angkatan Laut,Natuna Ranai - Tanjung Pinang,14,Yes,3,Technical failure
1987-05-06,Spring,New Zealand,Oceania,Fletcher FU-24,Fieldair,,1,No,1,Human factor
1987-05-06,Spring,South Sudan,Africa,Cessna 404 Titan,SASCO Air Lines,Malakal - Khartoum,14,No,14,"Terrorism act, Hijacking, Sabotage"
1987-05-06,Spring,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,2,Yes,0,Human factor
1987-05-07,Spring,United States of America,North America,Piper PA-31-350 Navajo Chieftain,Yute Air Alaska,Bethel - Nightmute,1,No,1,Human factor
1987-05-07,Spring,Paraguay,South America,Douglas C-47 Skytrain (DC-3),TAM Paraguay - Transporte Aéreo Militar,,0,Yes,0,Unknown
1987-05-08,Spring,Puerto Rico,Central America,Casa 212 Aviocar,American Eagle,San Juan - Mayaguez,6,Yes,2,Human factor
1987-05-08,Spring,Bolivia,South America,Douglas DC-6,Frigorifico Reyes,,3,Yes,0,Technical failure
1987-05-09,Spring,Poland,Europe,Ilyushin II-62,LOT Polish Airlines - Polskie Linie Lotnicze,Warsaw - New York,183,No,183,Technical failure
1987-05-11,Spring,Canada,North America,Douglas C-47 Skytrain (DC-3),Northland Air Manitoba,Big Trout Lake - Pickle Lake,2,No,2,Technical failure
1987-05-12,Spring,United Kingdom,Europe,Piper PA-31-350 Navajo Chieftain,Streamline Aviation,East Midlands – Dounreay – Lossiemouth,9,Yes,0,Technical failure
1987-05-12,Spring,United States of America,North America,Learjet 35,Corporate Jets,Pittsburgh - Teterboro,2,No,2,Human factor
1987-05-13,Spring,United States of America,North America,Fairchild C-119 Flying Boxcar,Northern Pacific Transport,Anchorage - Shageluk,5,Yes,0,Human factor
1987-05-13,Spring,South Sudan,Africa,Lockheed C-130 Hercules,Sudanese Air Force - Al Quwwat al-Jawwiya As-Sudaniya,Khartoum - Wau,5,No,5,"Terrorism act, Hijacking, Sabotage"
1987-05-15,Spring,Japan,Asia,Cessna 303 Crusader,Honda,,4,No,4,Human factor
1987-05-15,Spring,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Human factor
1987-05-19,Spring,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Human factor
1987-05-20,Spring,United States of America,North America,Piper PA-31 Cheyenne,Burggraf Construction,Idaho Falls - Cody,3,No,3,Human factor
1987-05-20,Spring,United States of America,North America,Piper PA-31-350 Navajo Chieftain,Las Vegas Airlines,,1,No,1,Human factor
1987-05-20,Spring,Bolivia,South America,De Havilland DHC-6 Twin Otter,Yacimientos Petroliferos Fiscales Bolivianos - YPFB,Camiri - Santa Cruz,16,Yes,14,Weather
1987-05-22,Spring,Latvia,Europe,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Technical failure
1987-05-23,Spring,Indonesia,Asia,De Havilland DHC-6 Twin Otter,Merpati Nusantara Airlines - MNA,,8,No,8,Unknown
1987-05-25,Spring,Indonesia,Asia,De Havilland DHC-6 Twin Otter,Missionary Aviation Fellowship - MAF,Wamena – Ilaga,30,Yes,7,Unknown
1987-05-26,Spring,United States of America,North America,BAe Jetstream 31,Continental Express,New Orleans - Valparaiso,11,Yes,0,Human factor
1987-05-27,Spring,United States of America,North America,Beechcraft 60 Duke,Kachina Energy,San Angelo – San Antonio,2,Yes,0,Human factor
1987-05-27,Spring,United States of America,North America,Cessna 402,Aero Coach Aviation International,Palm Beach - Marsh Harbour,1,No,1,Unknown
1987-05-27,Spring,Sweden,Europe,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,1,Yes,0,Unknown
1987-05-28,Spring,Guatemala,Central America,Douglas C-47 Skytrain (DC-3),Guatemalan Air Force - Fuerza Aérea Guatemalteca,Flores – El Naranjo,12,No,12,Unknown
1987-05-30,Spring,Germany,Europe,Cessna 501 Citation I,Travel Air Flug,Cologne - Lübeck,4,Yes,3,Human factor
1987-05-31,Spring,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Technical failure
1987-06-04,Summer,Canada,North America,Noorduyn Norseman,Diamond Aviation,,0,Yes,0,Human factor
1987-06-05,Summer,Venezuela,South America,Britten-Norman Islander,Rutaca - Rutas Aéreas,,10,No,10,Unknown
1987-06-08,Summer,United States of America,North America,De Havilland DHC-2 Beaver,James B. Hayton,Sedro-Woolley - Renton,1,Yes,0,Human factor
1987-06-09,Summer,United States of America,North America,Boeing 727-100,Alaska Airlines,,2,Yes,0,Human factor
1987-06-09,Summer,Ukraine,Europe,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,Yes,0,Human factor
1987-06-10,Summer,Oman,Asia,Britten-Norman Islander,Sultan of Oman Air Force,,0,Yes,0,Unknown
1987-06-11,Summer,Afghanistan,Asia,Antonov AN-26,Ariana Afghan Airlines,Khost - Kabul,55,Yes,53,"Terrorism act, Hijacking, Sabotage"
1987-06-13,Summer,Canada,North America,De Havilland DHC-6 Twin Otter,Athabaska Airways,,9,Yes,0,Human factor
1987-06-13,Summer,France,Europe,Grumman S-2 Tracker,Sécurité civile française,Marseille - Marseille,1,No,1,Unknown
1987-06-14,Summer,Venezuela,South America,Piper PA-31-310 Navajo,Private Venezuelan,,5,No,5,Unknown
1987-06-15,Summer,Afghanistan,Asia,Antonov AN-32,Afghan Republican Air Force - Afghan Hanai Qurah,,5,No,5,"Terrorism act, Hijacking, Sabotage"
1987-06-15,Summer,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Weather
1987-06-16,Summer,Canada,North America,Douglas DC-4,Calm Air International,Kasba Lake - Hidden Bay,4,Yes,0,Human factor
1987-06-16,Summer,Brazil,South America,Embraer C-95 Bandeirante,Brazilian Air Force - Força Aérea Brasileira,Ponta Pelada – Boa Vista,9,Yes,1,Technical failure
1987-06-16,Summer,Bolivia,South America,Martin 404,CAMBA Transportes Aéreos - Comercializadora Aérea Mixta Boliviana,,3,Yes,0,Technical failure
1987-06-17,Summer,Ukraine,Europe,Beriev Be-12,Soviet Navy - Voyenno-morskoy flot CCCP,,4,Yes,0,Human factor
1987-06-17,Summer,Tajikistan,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Unknown
1987-06-18,Summer,United States of America,North America,Mitsubishi MU-2 Marquise,George E. Moore,Fort Lauderdale - Fort Lauderdale,1,No,1,Human factor
1987-06-18,Summer,Peru,South America,Antonov AN-26,Peruvian Air Force - Fuerza Aérea del Perú,Lima – Saposoa – Iquitos,46,No,46,Weather
1987-06-19,Summer,Ukraine,Europe,Yakovlev Yak-40,Aeroflot - Russian International Airlines,Odessa - Berdyansk,29,Yes,8,Human factor
1987-06-19,Summer,Kazakhstan,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,2,Yes,1,Human factor
1987-06-19,Summer,Ukraine,Europe,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Human factor
1987-06-20,Summer,Papua New Guinea,Oceania,Britten-Norman Islander,Kiunga Aviation,Ogeranang – Lae,2,No,2,Human factor
1987-06-21,Summer,Australia,Oceania,Cessna 402,Private Australian,Bundaberg - Brisbane,5,Yes,4,Human factor
1987-06-21,Summer,United States of America,North America,Rockwell Grand Commander 690,Reno Flying Service,Reno - Bridgeport,2,No,2,Human factor
1987-06-21,Summer,Myanmar,Asia,Fokker F27 Friendship,Burma Airways,Heho - Mong Hsat,45,No,45,Human factor
1987-06-22,Summer,Afghanistan,Asia,Antonov AN-32,Afghan Republican Air Force - Afghan Hanai Qurah,Kandahar - Kabul,3,No,3,"Terrorism act, Hijacking, Sabotage"
1987-06-23,Summer,Ecuador,South America,Avro 748,Transportes Aéreos Mercantiles Ecuatorianos - TAME,,38,Yes,0,Technical failure
1987-06-23,Summer,United States of America,North America,Beechcraft 200 Super King Air,Barry D. Tidwell,Birmingham - Jasper - Allentown,1,Yes,0,Human factor
1987-06-24,Summer,United States of America,North America,Beechcraft 200 Super King Air,Midwest Energy Development,Madisonville - Marion,2,Yes,0,Human factor
1987-06-24,Summer,United States of America,North America,Rockwell Grand Commander 690,Bankair,Jacksonville - Atlanta,2,No,2,Human factor
1987-06-24,Summer,Falkland Islands,South America,Britten-Norman Islander,Falkland Islands Government Air Service - FIGAS,,6,Yes,0,Technical failure
1987-06-25,Summer,Colombia,South America,Pilatus PC-6 (Porter & Turbo Porter),SATENA - Servicio de Aeronavegacion a Territorios Nacionales,,4,Yes,3,Unknown
1987-06-26,Summer,Philippines,Asia,Avro 748,Philippine Airlines - PAL,Manila - Baguio,50,No,50,Human factor
1987-06-28,Summer,United States of America,North America,Cessna 421C Golden Eagle III,Hugo Schoellkopf,White Sulfur Springs – Casper – Dallas,4,No,4,Human factor
1987-07-01,Summer,United States of America,North America,Lockheed C-130 Hercules,United States Air Force - USAF,Pope - Pope,6,Yes,5,Human factor
1987-07-01,Summer,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,Ozerny - Ozerny,2,Yes,0,Human factor
1987-07-04,Summer,United States of America,North America,Beechcraft D18,Imitari Athol North Aero,Kalispell - Coeur d'Alene,10,No,10,Human factor
1987-07-05,Summer,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,Sverdlovsk – Ivdel,0,,0,Human factor
1987-07-06,Summer,Faroe Islands,Europe,Partenavia P.68,Octavia Air,Aberdeen – Vágar,3,No,3,Human factor
1987-07-07,Summer,United States of America,North America,Beechcraft 60 Duke,John Gerlach,Santa Rosa – South Lake Tahoe,2,No,2,Human factor
1987-07-10,Summer,United States of America,North America,Beechcraft D18,Arizona Air Power,Long Beach – Banning,2,Yes,0,Technical failure
1987-07-10,Summer,Romania,Europe,PZL-Mielec AN-2,Aviatia Utilitara,,0,,0,Unknown
1987-07-12,Summer,Afghanistan,Asia,Antonov AN-12,Soviet Air Force - Voyenno-vozdushnye sily CCCP,,6,Yes,3,"Terrorism act, Hijacking, Sabotage"
1987-07-13,Summer,United States of America,North America,Rockwell Aero Commander 500,Miller Flying Service,Mason City - Des Moines,1,Yes,0,Human factor
1987-07-13,Summer,Mexico,Central America,Douglas DC-3,KKD Aviation,,2,Yes,1,Other causes
1987-07-15,Summer,United Kingdom,Europe,Piper PA-31-310 Navajo,Casair Aviation,Teesside – Nantes,4,Yes,0,Technical failure
1987-07-17,Summer,United States of America,North America,Beechcraft 200 Super King Air,Skywater Lodge,Hayward - South Lake Tahoe,4,No,4,Human factor
1987-07-18,Summer,Canada,North America,Canadian Vickers PBV-1 Canso (OA-10 Canso),Government of Quebec,Lac-Caché - Lac-Caché,2,Yes,1,Human factor
1987-07-20,Summer,United States of America,North America,Cessna 402,Air Maryland,Chicago - Kansas City,1,No,1,Human factor
1987-07-20,Summer,New Zealand,Oceania,GAF Nomad N.24,Air Safaris %26 Services,Lake Tekapo - Hamilton,1,Yes,0,Human factor
1987-07-20,Summer,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,Batagay - Lazo,0,,0,Human factor
1987-07-22,Summer,United States of America,North America,Rockwell Aero Commander 560,Jess Lee Terry,Medford – San Diego,4,No,4,Human factor
1987-07-22,Summer,United States of America,North America,Cessna 421A Golden Eagle I,Donald A. Henke,Gordonsville - Charlottesville,1,Yes,0,Human factor
1987-07-23,Summer,Guatemala,Central America,IAI Arava 201,Guatemalan Air Force - Fuerza Aérea Guatemalteca,Flores - Flores,3,No,3,Unknown
1987-07-24,Summer,United States of America,North America,Cessna 421C Golden Eagle III,Hayden W. Head,Beaumont - Crystal City,2,Yes,1,Human factor
1987-07-25,Summer,Brazil,South America,Embraer EMB-110 Bandeirante,Rio-Sul Serviços Aéreos Regionais,,13,Yes,0,Human factor
1987-07-25,Summer,Canada,North America,De Havilland DHC-2 Beaver,Shebandowan Air,,2,No,2,Human factor
1987-07-27,Summer,United States of America,North America,Rockwell Aero Commander 520,James L. Leverenz,Addison - Addison,2,Yes,0,Technical failure
1987-07-28,Summer,United States of America,North America,Douglas DC-3,La Mesa Leasing,Laredo - Ciudad del Camargo,2,Yes,0,Other causes
1987-07-29,Summer,Switzerland,Europe,Pilatus PC-6 (Porter & Turbo Porter),Zimex Aviation,Grenchen - Grenchen,9,Yes,0,Technical failure
1987-07-30,Summer,Mexico,Central America,Boeing C-97 Stratofreighter,Belize Air International,Mexico City - Miami,12,Yes,65,Human factor
1987-07-30,Summer,Thailand,Asia,Grumman S-2 Tracker,Royal Thai Navy - Kong Thap Ruea Thai,U-Tapao - U-Tapao,6,Yes,4,Unknown
1987-07-31,Summer,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,Vitim – Tolon – Innyaly,2,Yes,0,Weather
1987-07-31,Summer,Canada,North America,Beechcraft 65 Queen Air,Perimeter Aviation,,5,No,0,Technical failure
1987-07-31,Summer,South Sudan,Africa,Fletcher FU-24,Agricultural Aviation,El Fau - El Fau,1,Yes,0,Unknown
1987-07-31,Summer,Guatemala,Central America,Learjet 23,Dolphin Aviation,Panama City - Guatemala City,3,Yes,2,Technical failure
1987-08-04,Summer,Chile,South America,Boeing 737-200,LAN Chile - Linea Aérea Nacional de Chile,Antofagasta - Calama,35,Yes,1,Human factor
1987-08-06,Summer,Mongolia,Asia,Antonov AN-2,MIAT Mongolian Airlines - Mongolyn Irgeniy Agaaryn Teever,,0,,0,Unknown
1987-08-08,Summer,United States of America,North America,Cessna 207 Skywagon/Stationair,Hermens Air,Chuathbaluk - Crooked Creek,1,No,1,Human factor
1987-08-08,Summer,Libya,Africa,Ilyushin II-76,Libyan Air Force - Al Quwwat Al-Jawwiya Al Libiyya,Aouzou - Sebha,0,No,0,Human factor
1987-08-10,Summer,United States of America,North America,Piper PA-61 Aerostar (Ted Smith 601),Samuel Kasdin,,1,No,1,Technical failure
1987-08-11,Summer,Germany,Europe,Piper PA-31 Cheyenne,Lechmetall Landsberg,Landsberg - Munich,3,No,9,Human factor
1987-08-13,Summer,Afghanistan,Asia,Antonov AN-26,Afghan Republican Air Force - Afghan Hanai Qurah,Kabul - Khost,12,No,12,"Terrorism act, Hijacking, Sabotage"
1987-08-14,Summer,Russia,Asia,PZL-Mielec AN-28,Aeroflot - Russian International Airlines,,0,Yes,0,Unknown
1987-08-15,Summer,Kenya,Africa,Douglas DC-3,Sunbird Aviation,Nairobi - Kilaguni Lodge,28,Yes,8,Human factor
1987-08-16,Summer,United States of America,North America,McDonnell Douglas MD-82,Northwest Airlines,Saginaw - Detroit - Phoenix - Santa Ana,155,Yes,156,Human factor
1987-08-16,Summer,United States of America,North America,Cessna 421C Golden Eagle III,OPS Leasing Company,Clifton – Deer Valley,2,Yes,0,Technical failure
1987-08-17,Summer,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,18,Yes,0,Human factor
1987-08-18,Summer,France,Europe,Piper PA-31-350 Navajo Chieftain,Oxaero - Oxford Aerocharter,Kerkira – Cannes – Leeds,7,Yes,4,Human factor
1987-08-21,Summer,United Kingdom,Europe,Britten-Norman Islander,Air Furness,Manchester – Douglas,1,Yes,0,Human factor
1987-08-22,Summer,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,14,Yes,0,Technical failure
1987-08-24,Summer,Kazakhstan,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Human factor
1987-08-28,Summer,Ukraine,Europe,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,Yes,0,Other causes
1987-08-29,Summer,Germany,Europe,Cessna 404 Titan,Cologne Commercial Flight,,1,No,1,Human factor
1987-08-31,Summer,Thailand,Asia,Boeing 737-200,Thai Airways International,Hat Yai - Phuket,83,No,83,Human factor
1987-09-02,Autumn,United States of America,North America,Cessna 421A Golden Eagle I,J. Douglas Cameron,Fort Lauderdale – New Port Richey,1,No,1,Human factor
1987-09-02,Autumn,Afghanistan,Asia,Antonov AN-26,Afghan Republican Air Force - Afghan Hanai Qurah,Kabul - Khost,8,Yes,6,"Terrorism act, Hijacking, Sabotage"
1987-09-04,Autumn,United States of America,North America,Cessna 208A Caravan,Martinaire,San Antonio – Dallas,1,Yes,0,Technical failure
1987-09-04,Autumn,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,Durovo - Durovo,3,No,3,Human factor
1987-09-07,Autumn,Russia,Asia,Antonov AN-12,Aeroflot - Russian International Airlines,,0,Yes,0,Unknown
1987-09-08,Autumn,Brazil,South America,BAe 125,Brazilian Air Force - Força Aérea Brasileira,Carajás – Brasília,9,No,9,Unknown
1987-09-08,Autumn,Netherlands,Europe,Cessna 414 Chancellor,Private German,,1,No,1,Human factor
1987-09-09,Autumn,Ethiopia,Africa,PZL-Mielec AN-2,ZUA - Zakladu Uslug Agrolotniczych - AET Agroaviation Services,,0,,0,Unknown
1987-09-10,Autumn,United States of America,North America,Lockheed P-2 Neptune,Black Hills Aviation,,2,No,2,Unknown
1987-09-11,Autumn,United States of America,North America,Partenavia P.68,El Tres Petroleum Corporation,Hammond - New Orleans,1,Yes,0,Human factor
1987-09-12,Autumn,United Kingdom,Europe,Beechcraft 200 Super King Air,National Airways - UK,Southend - Bergamo,1,No,1,Human factor
1987-09-13,Autumn,Afghanistan,Asia,Antonov AN-26,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Kabul - Kunduz,15,No,15,"Terrorism act, Hijacking, Sabotage"
1987-09-14,Autumn,United States of America,North America,Piper PA-61 Aerostar (Ted Smith 601),Cal Aero Aircraft Sales,Corona – Carlsbad,2,Yes,0,Human factor
1987-09-16,Autumn,United States of America,North America,Fairchild C-119 Flying Boxcar,Hawkins %26 Powers Aviation,Montague - Redding,3,No,3,Technical failure
1987-09-17,Autumn,United States of America,North America,Cessna 340,J-Lyte,,2,Yes,0,Human factor
1987-09-17,Autumn,United States of America,North America,Douglas KC-10 Extender,United States Air Force - USAF,,3,Yes,1,Unknown
1987-09-18,Autumn,Canada,North America,Britten-Norman Islander,Borealis Exploration,,0,,0,Unknown
1987-09-20,Autumn,United States of America,North America,Piper PA-31-310 Navajo,Air North - Canada,Whitehorse - Juneau,5,No,5,Human factor
1987-09-20,Autumn,South Africa,Africa,Douglas C-47 Skytrain (DC-3),South African Air Force,,3,Yes,0,Technical failure
1987-09-21,Autumn,Egypt,Africa,Airbus A300,Egyptair,Luxor - Luxor,5,No,5,Human factor
1987-09-22,Autumn,United States of America,North America,Beechcraft H18,Smith Air,Kenosha - Atlanta,1,No,1,Human factor
1987-09-23,Autumn,Ivory Coast,Africa,Cessna 340,Air Trans Ivoire,,4,No,4,Unknown
1987-09-24,Autumn,United States of America,North America,Swearingen SA227 Metro III,Horizon Air,Twin Falls - Twin Falls,3,Yes,0,Human factor
1987-09-24,Autumn,Russia,Asia,Let L-410,Aeroflot - Russian International Airlines,Yakutsk - Yakutsk,3,Yes,0,Technical failure
1987-09-25,Autumn,United States of America,North America,Beechcraft C-45 Expeditor,Air Cargo America,Miami - Fort Myers,2,No,2,Other causes
1987-09-25,Autumn,United States of America,North America,Piper PA-31-350 Navajo Chieftain,Thomas McVea,,2,No,2,Human factor
1987-09-26,Autumn,Colombia,South America,Cessna 402,Colombian Air Force - Fuerza Aérea Colombiana,Carimagua - Saravena,9,No,9,Unknown
1987-09-26,Autumn,Nigeria,Africa,Cessna 441 Conquest,Africair,,4,Yes,0,Unknown
1987-09-30,Autumn,United States of America,North America,Beechcraft 100 King Air,Avantair,Santa Ana - Gold Beach,1,Yes,0,Technical failure
1987-09-30,Autumn,United States of America,North America,Cessna 340,Aero Servicio de Sonora,Guerrero Negro – Tijuana,6,No,6,Human factor
1987-09-30,Autumn,Spain,Europe,Dassault Falcon 20,Air Truck,Madrid - Las Palmas,2,Yes,0,Human factor
1987-09-30,Autumn,Russia,Asia,Antonov AN-8,MAP - Ministerstvo Aviatsionnoi Promyshlennosti - Minaviaprom,,0,Yes,0,Technical failure
1987-10-03,Autumn,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,Yes,0,Human factor
1987-10-04,Autumn,Uzbekistan,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Technical failure
1987-10-06,Autumn,Denmark,Europe,Piper PA-31-350 Navajo Chieftain,Muk Air,Copenhagen - Aarhus,1,No,1,Unknown
1987-10-07,Autumn,United States of America,North America,Cessna 421B Golden Eagle II,Blackwing Aviation,DeLand - Punta Gorda,5,No,5,Human factor
1987-10-07,Autumn,United States of America,North America,Grumman S-2 Tracker,CDF Aviation - California Department of Forestry - Cal Fire,Rohnerville - Rohnerville,1,No,1,Unknown
1987-10-08,Autumn,United States of America,North America,Rockwell Grand Commander 690,Mid-America Air,Oklahoma City - Albuquerque,2,Yes,0,Human factor
1987-10-09,Autumn,United States of America,North America,Volpar Turboliner 18,Connie Kalitta Services,Memphis - Cincinnati,1,No,1,Human factor
1987-10-11,Autumn,Iceland,Europe,Dassault Falcon 20,Drenair,West Palm Beach – Bedford – Goose Bay – Keflavik,6,Yes,0,Technical failure
1987-10-11,Autumn,Colombia,South America,De Havilland DHC-6 Twin Otter,Aeroejecutivos Colombia - Aeroservicios Ejecutivos de Colombia,Ocaña – El Poleo,9,Yes,2,Human factor
1987-10-11,Autumn,Myanmar,Asia,Fokker F27 Friendship,Burma Airways,Yangon - Nyaung-U,49,No,49,Human factor
1987-10-12,Autumn,United States of America,North America,Rockwell Aero Commander 700 (Fuji FA-300),R. S. Jones %26 Associates,Pompano Beach – Melbourne,2,No,2,Technical failure
1987-10-14,Autumn,Angola,Africa,Lockheed C-130 Hercules,Zimex Aviation,Kuito - Benguela,6,No,8,"Terrorism act, Hijacking, Sabotage"
1987-10-14,Autumn,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Human factor
1987-10-15,Autumn,Italy,Europe,ATR42-300,Aero Trasporti Italiani - ATI,Milan - Cologne,37,No,37,Weather
1987-10-15,Autumn,United States of America,North America,Dassault Falcon 10,Falcon Jet Corporation,Rancho Murieta - San José,3,No,3,Human factor
1987-10-15,Autumn,Mali,Africa,Britten-Norman Islander,Live Air,,0,,0,Unknown
1987-10-16,Autumn,Nicaragua,Central America,Antonov AN-2,Sandinist Air Force - Fuerza Aérea Sandinista,,2,No,2,Unknown
1987-10-16,Autumn,Papua New Guinea,Oceania,Cessna 402,Talair,,2,No,2,Unknown
